pID,UTC,Prd,PrdNorm,Irr
Bisceglie,2023-04-13 11:00:00+00:00,780930.53,0.7914613165595757,917.0558333333332
Bisceglie,2023-04-13 12:00:00+00:00,743441.6725,0.7534835303197731,872.3923333333335
Bisceglie,2023-04-13 13:00:00+00:00,578979.0208333334,0.5867795850013039,670.2993333333334
Bisceglie,2023-04-13 14:00:00+00:00,415189.5733333333,0.42082117659811225,478.41349999999994
Bisceglie,2023-04-13 15:00:00+00:00,530802.9233333333,0.5379572339106506,605.0636666666667
Bisceglie,2023-04-13 16:00:00+00:00,507776.44666666666,0.5146297609364054,572.7688333333333
Bisceglie,2023-04-13 17:00:00+00:00,209535.2391666666,0.2123542279400723,235.8105
Bisceglie,2023-04-13 18:00:00+00:00,11687.874166666623,0.01184132143291062,14.056833333333334
Bisceglie,2023-04-13 19:00:00+00:00,0.0,0.0,0.0
Bisceglie,2023-04-13 20:00:00+00:00,0.0,0.0,0.0
Bisceglie,2023-04-13 21:00:00+00:00,0.0,0.0,0.0083333333333333
Bisceglie,2023-04-13 22:00:00+00:00,0.0,0.0,0.0
Bisceglie,2023-04-13 23:00:00+00:00,0.0,0.0,0.0
Bisceglie,2023-04-14 00:00:00+00:00,0.0,0.0,0.0
